time_step,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,expected_activity
31,-0.1936773,0.9534405,-0.047579873,0.45229298,0.2054879,0.07839166,walking_upstairs
32,-0.07387579,0.8651496,-0.021414159,0.43046635,0.15505466,0.13383184,walking_upstairs
33,0.37486875,0.7287602,0.2087233,0.36274272,0.27540156,0.17574795,walking_upstairs
34,0.109903075,0.6829464,0.079389475,0.262476,0.21049479,0.065853596,walking_upstairs
35,0.5520493,0.58200806,0.30479962,0.33121943,0.12432293,0.092376664,walking_upstairs
36,0.8024405,0.6689783,0.2931419,0.26678693,0.2085109,0.047405463,walking_upstairs
37,0.9632425,0.32671908,0.5009236,0.18449293,0.1456974,0.19920509,walking_upstairs
38,1.1862457,0.35710663,0.5888686,0.17187348,-0.0073128394,0.10901258,walking_upstairs
39,1.1594415,-0.29627028,0.5995933,-0.16519134,0.11796628,0.16698009,walking_upstairs
40,1.2220589,0.14189248,0.6528483,0.074285276,0.16436028,0.1871647,walking_upstairs
41,1.371261,0.2043997,0.7064136,0.13988383,0.15803446,0.13326761,walking_upstairs
42,1.3017486,-0.29155788,0.6853944,-0.10510598,0.0716072,0.14759903,walking_upstairs
43,1.0375246,-0.52844924,0.46018937,-0.2857417,0.16668248,0.15664853,walking_upstairs
44,0.975598,-0.72035927,0.51018935,-0.3684028,0.2287945,0.17940892,walking_upstairs
45,0.86249226,-0.5846678,0.42578265,-0.33530536,0.10346019,0.2518373,walking_upstairs
46,0.396421,-0.88623524,0.19388583,-0.51619256,0.21517606,0.059047498,walking_upstairs
47,-0.15635426,-0.9448432,-0.013170395,-0.4248746,0.032509785,0.1529435,walking_upstairs
48,0.038128458,-1.1775165,-0.0053693177,-0.64362085,0.23504356,0.05119517,walking_upstairs
49,-0.5544409,-0.71618664,-0.31055075,-0.39485833,0.14931153,0.26016143,walking_upstairs
50,-0.25796524,-0.7478049,-0.19466102,-0.35493222,0.08740655,0.0014227292,walking_upstairs
51,-0.47696272,-0.64612585,-0.25326142,-0.3904475,0.28324887,0.15900312,walking_upstairs
52,-1.044093,-0.48847586,-0.4685122,-0.22023314,0.23172878,0.11299524,walking_upstairs
53,-1.2746475,-0.4806976,-0.7207132,-0.28253612,0.2704356,0.10054288,walking_upstairs
54,-1.2840921,-0.17077002,-0.62948513,-0.14220649,0.2192701,0.2021573,walking_upstairs
55,-1.2095803,-0.2420781,-0.73142827,-0.15007241,0.2221956,0.18771052,walking_upstairs
56,-0.9577677,0.090218246,-0.5133968,0.0025563738,0.16374326,0.07036296,walking_upstairs
57,-1.354473,0.2146403,-0.6553619,0.11912296,0.22815001,0.18230817,walking_upstairs
58,-0.8724438,0.10165513,-0.46314988,0.12173431,0.18768767,0.1684545,walking_upstairs
59,-1.2621801,0.318724,-0.6911918,0.19306488,0.14331105,0.08697643,walking_upstairs
60,-0.49457556,0.5368048,-0.26569948,0.29164937,0.17924939,0.030824844,walking_upstairs
61,-0.5194964,0.6234367,-0.21029276,0.28095266,0.09247568,0.20807654,walking_upstairs
62,-0.24765947,0.82399124,-0.049232986,0.399939,0.19222279,0.20046496,walking_upstairs
63,-0.06681051,0.7264687,0.042205274,0.36785272,0.22938542,0.18644921,walking_upstairs
64,0.35851112,0.7806911,0.21336998,0.38655168,0.20418957,0.10401631,walking_upstairs
65,0.48720932,0.67572063,0.26163363,0.34409025,0.23951611,0.24101871,walking_upstairs
66,0.9379318,0.21296236,0.5182578,0.045391705,0.16946328,0.41668218,walking_upstairs
67,0.5031217,0.5600918,0.19374223,0.36701664,0.19685583,0.15800829,walking_upstairs
68,0.816253,0.310883,0.35966638,0.08690246,0.19647706,0.18713333,walking_upstairs
69,0.85461605,0.29564807,0.4918858,0.13857578,0.34792006,0.080757774,walking_upstairs
70,1.3006123,0.035688937,0.6931198,0.057169717,0.0905895,0.08143675,walking_upstairs
71,0.8959987,0.13392755,0.49175346,0.02757221,0.35498112,0.28361782,walking_upstairs
72,1.6184213,-0.15066278,0.82030195,-0.024985457,0.13623673,0.32431605,walking_upstairs
73,1.1319076,-0.16760232,0.52470404,-0.15658426,0.16755506,0.12528424,walking_upstairs
74,1.2259136,-0.2955053,0.55895174,-0.18721376,0.21639162,0.092934966,walking_upstairs
75,0.68298244,-0.66202915,0.38839358,-0.45092526,0.24041316,0.071808115,walking_upstairs
76,0.7094438,-0.51509404,0.40886325,-0.20829074,0.19218664,0.09630415,walking_upstairs
77,0.57709014,-0.6964003,0.23252141,-0.41039556,0.21200615,0.14861214,walking_upstairs
78,0.10989185,-0.9746686,0.017970217,-0.52453595,0.3050526,0.045654476,walking_upstairs
79,-0.040996958,-0.8208752,-0.025643136,-0.3748356,0.40099126,0.088087074,walking_upstairs
