time_step,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,expected_activity
25,-0.8452583,-0.08422766,-0.40742686,-0.042936884,0.091287024,0.13102216,walking_downstairs
26,-0.64981985,-0.22809407,-0.34175792,-0.14491875,0.15103662,0.23510695,walking_downstairs
27,-0.55493176,-0.60181826,-0.25150016,-0.33645308,0.20811233,0.103786245,walking_downstairs
28,0.11179674,-0.32436103,0.14485835,-0.24220493,0.29720423,0.19905828,walking_downstairs
29,0.018294755,-0.7138276,-0.007953402,-0.36012504,0.2981324,0.09089901,walking_downstairs
30,0.22386555,-0.656363,0.11418286,-0.40687826,0.19773574,0.10526172,walking_downstairs
31,0.71189946,-1.1625955,0.42835087,-0.642398,0.20929798,0.15673985,walking_downstairs
32,1.0147165,-0.4951482,0.45518705,-0.26666254,0.08505493,0.018332882,walking_downstairs
33,0.69282144,-0.7235818,0.28448644,-0.33848724,0.20610222,0.07768139,walking_downstairs
34,1.1682096,-0.6783656,0.5480459,-0.33820534,0.046812724,0.21386886,walking_downstairs
35,1.0772167,-0.28170347,0.5328069,-0.10616897,0.16867724,0.093505286,walking_downstairs
36,0.9962495,-0.7978272,0.5447093,-0.40313464,0.09381465,0.0409826,walking_downstairs
37,0.76242405,-0.17625794,0.2961817,-0.110729195,0.13817444,0.033836428,walking_downstairs
38,0.66468155,-0.0144057125,0.2973774,-0.024857616,0.21094777,0.15428255,walking_downstairs
39,0.83462936,-0.42935905,0.35935625,-0.2617963,0.21651116,0.10335363,walking_downstairs
40,0.71929544,0.11749483,0.27703178,0.059298508,0.30144012,0.15167646,walking_downstairs
41,0.41535655,0.13701735,0.14069006,0.12803097,0.21749844,-0.074928194,walking_downstairs
42,0.18455237,0.14386259,0.13114916,0.108711965,0.1582366,0.08364013,walking_downstairs
43,-0.065170765,0.21531218,-0.027356386,0.14350168,0.25114712,0.08502294,walking_downstairs
44,0.038116917,0.67760175,0.027215466,0.3569959,0.06447779,0.20685203,walking_downstairs
45,-0.101255804,0.83422524,-0.018563522,0.42776334,0.3349694,0.21677795,walking_downstairs
46,-0.2814774,0.47004607,-0.117985934,0.23907152,0.026495622,0.19903508,walking_downstairs
47,-0.47265917,0.52659816,-0.21403244,0.2073763,0.25263485,-0.013362015,walking_downstairs
48,-0.83045846,0.84474057,-0.3159401,0.3641451,0.24304715,0.21359524,walking_downstairs
49,-0.5647666,1.1045682,-0.24746934,0.5029054,0.15216854,0.24175207,walking_downstairs
50,-1.1215174,0.32649046,-0.70273995,0.20961517,0.16311762,0.08252245,walking_downstairs
51,-0.88728285,0.26335213,-0.41397095,0.09845677,0.07888326,0.16806056,walking_downstairs
52,-1.0732638,0.22942115,-0.48614356,0.14563523,0.20773406,0.17967027,walking_downstairs
53,-1.1737473,0.11426112,-0.5609672,-0.0020579922,0.24247465,0.11282083,walking_downstairs
54,-1.0224534,0.39178863,-0.5425565,0.18075626,0.1553174,0.15611471,walking_downstairs
55,-0.7053563,-0.1452666,-0.40644807,-0.123363875,0.2332532,0.08148609,walking_downstairs
56,-0.4738938,0.31331277,-0.23459233,0.19043693,0.2539895,0.15832393,walking_downstairs
57,-0.4514128,-0.14636593,-0.19028258,0.025445646,0.13716604,0.1354874,walking_downstairs
58,-0.85773563,-0.16970597,-0.38346007,-0.14876026,0.26739347,0.16711995,walking_downstairs
59,-0.0039120023,-0.35311532,-0.09817522,-0.16287437,0.23573314,0.29691875,walking_downstairs
60,-0.3207418,-0.7521791,-0.14286233,-0.4190537,0.20481434,0.061862115,walking_downstairs
61,0.6051212,-0.89011526,0.36939043,-0.41005692,0.2606972,0.24071683,walking_downstairs
62,0.4827724,-0.50467825,0.28157425,-0.16835809,0.22402944,0.15392011,walking_downstairs
63,0.6383303,-0.4731976,0.45223406,-0.26402554,0.14078648,0.14765537,walking_downstairs
64,0.9367224,-0.60981107,0.43192148,-0.25486985,0.14728528,-0.02218722,walking_downstairs
65,0.8189246,-0.6529771,0.34614587,-0.33300152,0.2169623,0.22432813,walking_downstairs
66,0.903315,-0.5736416,0.49780992,-0.32419556,0.28758767,0.05420587,walking_downstairs
67,0.92322487,-0.46602103,0.54024535,-0.25316244,0.21334513,0.07137987,walking_downstairs
68,1.0183376,-0.652343,0.45640758,-0.2674113,0.16744038,0.1251256,walking_downstairs
69,0.974012,-0.27003583,0.48947674,-0.113625,0.20227976,0.12083655,walking_downstairs
70,0.92617905,-0.14891583,0.4755433,-0.07844913,0.10477839,0.07770451,walking_downstairs
71,0.17675602,-0.34071967,0.11031594,-0.17893495,0.29053497,0.2629802,walking_downstairs
72,0.6195594,-0.37240055,0.37545007,-0.21760635,0.31197336,0.20064268,walking_downstairs
73,0.18425247,0.21274605,0.21465993,0.13965854,0.3322084,0.3399227,walking_downstairs
74,0.78006524,0.0046248347,0.3602126,0.112069346,0.269683,0.08806717,walking_downstairs
75,0.23734592,0.056296147,0.10248069,0.019923205,0.14451754,0.08464011,walking_downstairs
76,0.06329303,0.25960624,-0.046597164,0.077263854,0.18803589,0.30502304,walking_downstairs
77,-0.21354568,0.68204427,-0.066222765,0.36080694,0.16665365,0.046792988,walking_downstairs
78,-0.36083752,0.67874086,-0.23914701,0.36698154,0.23266742,0.17078868,walking_downstairs
79,-0.80744284,0.7154577,-0.39713413,0.41312492,0.30579808,0.12442128,walking_downstairs
