time_step,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,expected_activity
49,-0.13683857,-0.6402564,-0.07692381,-0.29100415,0.16007215,0.15537709,walking_upstairs
50,-0.58633256,-0.5452494,-0.32526532,-0.26694536,0.23252593,0.01873138,walking_upstairs
51,-0.99781346,-1.063979,-0.5374803,-0.5265168,0.13617899,-0.05574243,walking_upstairs
52,-0.94671875,-0.34497538,-0.5574734,-0.11861636,0.17014791,0.1423595,walking_upstairs
53,-1.3336813,-0.4561604,-0.66457474,-0.27330565,0.1790022,0.18566446,walking_upstairs
54,-1.3205881,-0.3125406,-0.6840184,-0.12864633,0.15040965,0.08236354,walking_upstairs
55,-1.1702182,-0.1291469,-0.54198474,-0.05033932,0.15960836,-0.054907255,walking_upstairs
56,-1.6518515,0.28863764,-0.8336075,0.06414535,0.10110219,0.17267308,walking_upstairs
57,-1.0092192,0.47588176,-0.46532887,0.2932021,0.18883617,0.29995373,walking_upstairs
58,-0.9908698,0.45266277,-0.5573485,0.26463327,0.31467324,0.009613613,walking_upstairs
59,-0.74372566,0.65930784,-0.3554781,0.40635312,0.42574447,0.20905298,walking_upstairs
60,-0.78813946,1.0077537,-0.36023697,0.48208258,0.13200293,0.17005187,walking_upstairs
61,-0.43721282,0.7017846,-0.1839626,0.29601398,0.13839656,-0.00014202957,walking_upstairs
62,-0.46550703,0.5753753,-0.24876845,0.4409356,0.22572516,0.22867306,walking_upstairs
63,-0.2178611,0.87380546,-0.15528302,0.3860952,0.23895757,0.1626486,walking_upstairs
64,0.20442434,0.8966372,0.18317641,0.40870583,0.09581873,0.13663404,walking_upstairs
65,0.4212171,0.7013146,0.19887598,0.37832847,0.014960885,0.25012028,walking_upstairs
66,0.6284924,0.6252306,0.2528596,0.29098555,0.21982375,0.1506043,walking_upstairs
67,1.0617568,0.94878685,0.51848584,0.4949631,0.30585134,0.25039017,walking_upstairs
68,0.92622155,0.3970385,0.4776857,0.13229974,0.3127056,0.35769847,walking_upstairs
69,1.1739769,0.14491431,0.54979396,-0.01238559,0.19853473,0.16553983,walking_upstairs
70,1.2296287,-0.3276546,0.63364244,-0.19119135,0.31034994,0.1837093,walking_upstairs
71,1.2246234,0.14448218,0.65541947,0.10588993,0.18570942,0.102952406,walking_upstairs
72,1.2514366,0.067978084,0.6220596,0.03234035,0.0876363,0.27170238,walking_upstairs
73,0.8005026,-0.52362204,0.4491893,-0.20210452,0.18856932,0.05083576,walking_upstairs
74,0.90288585,-0.34948698,0.4442701,-0.18786697,0.28195938,0.10834111,walking_upstairs
75,1.0517305,-0.63866574,0.50117934,-0.30993173,0.20967363,0.14494602,walking_upstairs
76,0.6179408,-0.6674253,0.38656953,-0.37905964,0.15403098,0.13538049,walking_upstairs
77,0.5867874,-0.8604812,0.32354894,-0.50321114,0.20360929,0.09292908,walking_upstairs
78,0.3184489,-0.8031093,0.16350248,-0.46216232,0.22618492,0.22017513,walking_upstairs
79,-0.5505832,-0.66109556,-0.36597872,-0.37024716,0.2103993,0.12514867,walking_upstairs
