signal_id,label,anomaly_type,sample_000,sample_001,sample_002,sample_003,sample_004,sample_005,sample_006,sample_007,sample_008,sample_009,sample_010,sample_011,sample_012,sample_013,sample_014,sample_015,sample_016,sample_017,sample_018,sample_019,sample_020,sample_021,sample_022,sample_023,sample_024,sample_025,sample_026,sample_027,sample_028,sample_029,sample_030,sample_031,sample_032,sample_033,sample_034,sample_035,sample_036,sample_037,sample_038,sample_039,sample_040,sample_041,sample_042,sample_043,sample_044,sample_045,sample_046,sample_047,sample_048,sample_049,sample_050,sample_051,sample_052,sample_053,sample_054,sample_055,sample_056,sample_057,sample_058,sample_059,sample_060,sample_061,sample_062,sample_063,sample_064,sample_065,sample_066,sample_067,sample_068,sample_069,sample_070,sample_071,sample_072,sample_073,sample_074,sample_075,sample_076,sample_077,sample_078,sample_079,sample_080,sample_081,sample_082,sample_083,sample_084,sample_085,sample_086,sample_087,sample_088,sample_089,sample_090,sample_091,sample_092,sample_093,sample_094,sample_095,sample_096,sample_097,sample_098,sample_099,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139
ECG_0064,0,normal,-0.006244866,0.044536162,0.06303489,0.047535203,0.17445317,0.16581573,0.1365438,0.14124078,0.15678845,0.100701496,0.12619084,0.052886423,0.06276195,-0.0006429031,-0.0301968,0.02312054,-0.050481524,-0.06642209,-0.1459533,-0.10766784,-0.07039233,-0.06302834,-0.10883823,-0.0054617855,0.03773967,0.10702561,0.091203205,0.08378727,0.15675081,0.18285689,0.2592304,0.16862193,0.24126774,0.2940874,0.24080421,0.25024632,0.15122423,0.12475183,0.18434243,0.10966855,0.07313027,-0.0010044175,-0.0015871894,-0.07447604,-0.036958944,-0.018860748,-0.10877806,-0.15842518,-0.22422804,-0.19994967,-0.0962236,-0.15953776,-0.11780632,-0.056101173,0.012328811,0.026540475,0.12019029,0.28702143,0.48437065,0.7654076,1.1015552,1.3660934,1.5890895,1.5468162,1.4180106,1.0880301,0.83026385,0.5093292,0.31872624,0.1699703,0.04803037,0.05319855,-0.019045793,-0.05554511,-0.08705205,-0.067579664,-0.1655392,-0.07454614,-0.12989832,-0.09322341,-0.02792461,0.030348854,0.002080992,0.06824599,0.1352899,0.17544267,0.25337029,0.3737904,0.32087108,0.3170393,0.32314286,0.36663115,0.35359526,0.39236334,0.38000438,0.3330528,0.3805515,0.267969,0.25207528,0.23879194,0.2104345,0.18785393,0.13158521,0.124135315,0.05223605,0.08570166,0.077967145,0.09549271,0.0054874904,0.039102033,0.106018886,0.019672528,0.13323708,0.16932951,0.13753513,0.1559869,0.14623997,0.16688308,0.16561604,0.15122889,0.13439639,0.12710916,0.100120395,0.1339484,0.032077897,0.018992255,-0.043666713,-0.0772268,-0.14042607,-0.16134761,-0.16928977,-0.13950092,-0.11715488,-0.1997733,-0.15187576,-0.15870412,-0.10189825,-0.03316524,-0.046967722,-0.0013909544
ECG_0065,0,normal,0.043657143,0.04735196,0.042717673,0.098862246,0.093059994,0.14830364,0.16206533,0.109078825,0.1512583,0.13106294,0.13285087,0.11774881,0.07920147,0.025318442,0.03134562,-0.052443024,-0.09187396,-0.16850288,-0.087716125,-0.11440418,-0.07229607,-0.12798926,-0.0636327,0.0024321743,-0.0041521755,0.08079045,0.09414946,0.15006508,0.20450868,0.24435276,0.2399039,0.22570372,0.24097726,0.27042222,0.20995022,0.2180148,0.18890166,0.16971067,0.110946685,0.05107376,0.08565432,0.06146411,-0.05837589,-0.029030133,-0.04006957,-0.08281834,-0.1357964,-0.16768168,-0.14578895,-0.14198218,-0.13999523,-0.13406605,-0.13916083,-0.0630803,-0.018014248,0.038552746,0.13566011,0.3352503,0.48446843,0.82106525,1.0671781,1.3938031,1.5621424,1.5248592,1.433305,1.1342397,0.78819096,0.519794,0.3408455,0.17700681,0.014793093,-0.023198942,-0.055779498,-0.10609061,-0.03924664,-0.11347058,-0.12428449,-0.079929106,-0.1111174,-0.046070408,-0.09479836,-0.020257372,0.0681604,0.13072827,0.109165065,0.15433899,0.24477272,0.25202158,0.3002341,0.36538735,0.34571502,0.317426,0.34277022,0.3786355,0.31054103,0.33803305,0.27923995,0.3392306,0.3206125,0.18787116,0.19137561,0.12071453,0.10945085,0.14671202,0.05818864,0.049578078,0.02254939,0.0844918,-0.04235743,0.053033605,0.079948075,0.079381146,0.14438325,0.17359619,0.11246519,0.23169722,0.13576633,0.22118841,0.18488792,0.1566031,0.14424573,0.1342339,0.11486606,0.05011981,0.03688525,-0.014452437,-0.06281171,-0.08405828,-0.12379418,-0.12681127,-0.12010557,-0.14139052,-0.09020975,-0.21248695,-0.12132323,-0.11750478,-0.06949983,-0.043944366,-0.038511004,0.0052140933
ECG_0066,0,normal,-0.022321785,0.05202533,0.009154146,0.11739958,0.11719126,0.12107733,0.13962913,0.14531773,0.18492293,0.23159495,0.15310667,0.075848624,0.08377143,0.054614116,-0.024409102,-0.06407512,-0.054156728,-0.048413053,-0.13396615,-0.11138472,-0.067049146,-0.06760073,-0.0017291293,-0.054016948,0.09730785,0.022372978,0.049985226,0.14928195,0.15262017,0.21460617,0.23491731,0.24425079,0.2294461,0.26429322,0.23106772,0.25646675,0.19506702,0.1438721,0.090593845,0.10146881,0.031955905,-0.007958689,0.011213078,-0.093428016,-0.030199256,-0.09590418,-0.124611564,-0.17041977,-0.12528713,-0.14950289,-0.16345236,-0.12266726,-0.15716484,-0.12482077,-0.065745465,0.0430139,0.13223255,0.31634218,0.4756001,0.79986227,1.0857828,1.3322433,1.5367006,1.5316705,1.3646026,1.1214286,0.8106232,0.526408,0.29448482,0.110166416,0.048777267,-0.04310265,-0.092495054,-0.09808347,-0.08795983,-0.114912085,-0.13836439,-0.13279502,-0.0810866,-0.14819531,-0.020845434,-0.06286822,-0.005773946,0.06819437,0.19746765,0.23135622,0.24894395,0.28140888,0.25242314,0.34379795,0.34556144,0.3518887,0.38644686,0.36420354,0.3925227,0.28886923,0.32325318,0.2636595,0.24336913,0.22875586,0.1501536,0.1544536,0.11236017,0.07279033,0.05807212,0.053522646,0.027790174,0.050318945,0.04719527,0.04797905,0.12901993,0.11167066,0.10699552,0.1419112,0.12402177,0.15578946,0.16886176,0.14512567,0.19201371,0.15654574,0.14586273,0.1181777,0.19738625,0.057845987,-0.018156858,-0.03933021,-0.0035811444,-0.019445349,-0.10974886,-0.07583813,-0.11083212,-0.15069622,-0.15725347,-0.14074725,-0.10907978,-0.10577855,-0.11427419,-0.07066453,0.025876654,0.0075709685
ECG_0067,0,normal,0.026080055,0.04981148,0.07372116,0.09735575,0.14480819,0.15724845,0.15452193,0.12928075,0.15757059,0.1325799,0.10726287,0.17317167,0.018706435,0.06316963,-0.02253441,-0.022315275,0.024799325,-0.10151535,-0.10732808,-0.0902832,-0.10964521,-0.042330742,-0.06025322,0.007944366,-0.013132765,0.014307806,0.10399059,0.103994094,0.232202,0.16987474,0.20599853,0.26253262,0.23712751,0.20576191,0.30178675,0.19330779,0.19459045,0.16653574,0.16253443,0.120502666,0.045228012,0.022765351,-0.011418315,-0.017629132,-0.10761471,-0.040152352,-0.14607179,-0.13963927,-0.18301798,-0.18836051,-0.16910231,-0.1577777,-0.11910898,-0.105129905,-0.0112733105,0.009038566,0.10551584,0.27308375,0.532985,0.7890685,1.0862082,1.3175433,1.4908601,1.4952985,1.4226817,1.1360855,0.7886605,0.5140875,0.28210393,0.12273903,0.060343336,-0.027647309,0.00054984604,-0.053351678,-0.07069622,-0.10033978,-0.1351099,-0.097720906,-0.110625975,-0.027384954,-0.032638002,0.0012230594,0.04050047,0.13583033,0.08935142,0.23618227,0.2221647,0.22852813,0.28572515,0.289571,0.3816478,0.34523997,0.38686278,0.41236335,0.3462832,0.33890474,0.28190184,0.27838174,0.33287892,0.24295506,0.17573093,0.131176,0.11745132,0.09650946,0.059617206,0.07406098,0.022221845,0.021354482,0.066646434,0.031258274,0.103195176,0.09878504,0.06363962,0.14082035,0.10427198,0.18969347,0.17100266,0.23806202,0.21253248,0.13989335,0.09590454,0.11258626,0.07197577,0.13249658,0.04359401,0.036670312,-0.034911152,-0.06492896,-0.09027376,-0.08101044,-0.12373108,-0.17673184,-0.10076467,-0.15495782,-0.14906906,-0.20258255,-0.07493795,-0.062407944,-0.030563481,-0.012050185
ECG_0068,0,normal,-0.017256243,0.022527518,0.079415254,0.11326832,0.110955514,0.16415732,0.1442359,0.13496682,0.15195629,0.09380855,0.1234921,0.046542935,0.034046166,-0.0261465,-0.0019077893,0.022037871,-0.055770602,-0.05333672,-0.015042479,-0.07763611,-0.10718506,-0.08767949,-0.044197593,-0.030662762,0.010000299,0.09807037,0.14164482,0.10164256,0.16210885,0.20184872,0.2551018,0.2844163,0.33577746,0.23734334,0.22811598,0.2410139,0.18001167,0.16858266,0.12877402,0.027982472,0.07372904,0.027069338,0.03352629,-0.039933205,-0.11020748,-0.10843863,-0.18602878,-0.17570433,-0.12915312,-0.15683596,-0.11519421,-0.18766877,-0.11395512,-0.09002633,-0.0034644254,0.052710965,0.15159786,0.3311151,0.4921572,0.82267463,1.0578727,1.3281083,1.5477238,1.4885086,1.4006592,1.123208,0.8466647,0.52923536,0.3085441,0.16459282,0.026654819,-0.040207412,-0.047652304,-0.09174111,-0.12220005,-0.12296401,-0.07459334,-0.12894519,-0.11432158,-0.12751657,-0.04603697,0.013058754,0.061774235,0.08686887,0.16103894,0.20297055,0.26113784,0.30024168,0.3553908,0.3340044,0.32222635,0.39630032,0.40521938,0.4254367,0.40488243,0.40531203,0.33959845,0.29689676,0.21410872,0.22885996,0.16709775,0.15587194,0.12036571,0.10675994,0.069269374,0.086209804,-0.030869361,0.055805918,0.09161527,0.122418985,0.1032835,0.14975995,0.123544976,0.13762125,0.17070885,0.16879678,0.15499337,0.16707228,0.1470285,0.18756545,0.15686849,0.12443071,0.09161302,0.09287613,0.0673169,-0.025247673,-0.06499077,-0.030903632,-0.13054894,-0.097782016,-0.08457254,-0.09643478,-0.12730391,-0.124909066,-0.06784623,-0.18772925,-0.10790001,-0.039983567,-0.04367986,0.037227903
ECG_0069,0,normal,-0.0011803303,0.037567247,0.057280187,0.07841946,0.10147317,0.14382418,0.12336817,0.17868976,0.16560061,0.16757263,0.082642816,0.0418241,0.0647524,0.12137826,0.041331984,-0.04288453,-0.03952294,-0.050816674,-0.12666355,-0.04866901,-0.08925142,-0.07157286,-0.0435038,0.022660282,0.004087444,0.017303651,0.1205488,0.08973959,0.17762083,0.25137508,0.25450194,0.2813947,0.27332896,0.32362357,0.22294064,0.23530075,0.18733457,0.20151556,0.1393779,0.15819743,0.054107565,0.07475396,0.013183544,-0.04107175,-0.056291785,-0.09285773,-0.11261765,-0.14558293,-0.16926596,-0.15946788,-0.1933638,-0.10340355,-0.1437362,-0.08229037,-0.012698532,0.057709984,0.079090744,0.28211737,0.51699215,0.78418267,1.1295211,1.3358804,1.4636701,1.5579605,1.3673636,1.0674124,0.8097538,0.5679354,0.26896507,0.21939474,0.021397857,-0.016410897,-0.09845916,-0.08961416,-0.11399307,-0.1651653,-0.037655316,-0.13051476,-0.114994876,-0.04722216,0.009661263,0.027145354,0.0006528873,0.09003961,0.07592276,0.20808479,0.17869368,0.24661656,0.3081954,0.3524454,0.35421005,0.42196128,0.40349996,0.39767858,0.32956168,0.3979289,0.29691088,0.3421587,0.31632406,0.23499677,0.21463324,0.05703905,0.112880245,0.1256729,0.0999246,0.021567501,0.042013608,-0.025984854,0.067930356,0.009817674,0.115238994,0.1346952,0.104245886,0.15317366,0.14831342,0.17614986,0.1440463,0.20120427,0.13115753,0.11681622,0.15286888,0.12890199,0.116782576,0.058239218,0.1004742,0.013485898,-0.019373769,-0.053621914,-0.05920765,-0.0969261,-0.11981928,-0.1229323,-0.20417853,-0.19977878,-0.13768522,-0.1236276,-0.076575644,-0.06483781,-0.016105302,-0.037333302
ECG_0070,0,normal,-0.00032204558,-0.0066167717,0.07712617,0.037746236,0.12833577,0.09161921,0.13509929,0.17694145,0.15282522,0.08522033,0.096338734,0.04776704,0.01403522,0.037944138,0.02015467,-0.013032962,-0.034179498,-0.07300161,-0.093813606,-0.12194987,-0.09743109,-0.10849289,-0.06957231,-0.009008117,0.023208726,0.16045459,0.07048627,0.14729637,0.14394197,0.20413527,0.22671632,0.27547044,0.24122843,0.24557395,0.2276783,0.18132526,0.1809151,0.16135341,0.14343993,0.12340051,0.062994145,0.024974879,-0.056235038,-0.023905883,-0.09344199,-0.07828197,-0.08380309,-0.14501424,-0.17891763,-0.1499167,-0.1324084,-0.1381276,-0.12360243,-0.058854986,-0.017212534,0.022139393,0.082708314,0.29856414,0.48017997,0.7890524,1.0937335,1.3038663,1.5275738,1.5490867,1.4025908,1.1236897,0.75519353,0.5693311,0.3191933,0.11321529,0.022901414,-0.012084496,-0.04149166,-0.10550136,-0.08521487,-0.17426349,-0.1537039,-0.17758556,-0.12708315,-0.03105092,0.016967684,0.00038996266,0.017535415,0.07697314,0.14656413,0.13414422,0.21057434,0.3137594,0.27692014,0.31662446,0.3624339,0.38488302,0.36305264,0.38064575,0.3846819,0.40579143,0.3172155,0.2887935,0.30148178,0.20314209,0.14394225,0.15703411,0.15101556,0.103439346,0.06927883,0.0147074,0.04907419,0.08710076,0.018517058,0.05897511,0.069700114,0.07828233,0.12591459,0.15083453,0.16781119,0.13958831,0.12908457,0.19040115,0.16521552,0.2268635,0.21306202,0.19495998,0.0804102,0.09480552,0.07003202,0.031418376,-0.036992162,-0.021163983,-0.089280695,-0.11036344,-0.17921482,-0.12566887,-0.15725245,-0.13222998,-0.12835005,-0.11226929,-0.09534135,-0.04184033,-0.039528027,-0.04362137
ECG_0071,0,normal,0.01706896,0.009344765,0.025792573,0.063427486,0.12638643,0.13279362,0.08262463,0.13858394,0.18108076,0.12105127,0.111546256,0.12409814,0.08874265,0.06506678,-0.07983089,0.025754552,-0.03316629,0.0012000101,-0.10908168,-0.1426613,-0.08401214,-0.077113606,-0.024607418,0.020571927,0.024124084,0.06129151,0.12654173,0.14335947,0.17645447,0.24688289,0.27492246,0.28264302,0.24967153,0.18711987,0.23614165,0.2006174,0.19658643,0.15267879,0.14060296,0.07545382,0.03161052,0.069220915,-0.03370037,-0.040087968,-0.04392961,-0.07326654,-0.09945084,-0.1302908,-0.12649819,-0.108223096,-0.13011877,-0.18377808,-0.12253727,-0.05486985,-0.050952762,0.081131265,0.1304349,0.28743026,0.5369421,0.7771367,1.0944872,1.3875084,1.4809732,1.5250918,1.4083508,1.1221366,0.85852915,0.48374096,0.25616258,0.17240547,0.07250852,-0.024818722,-0.049873356,-0.06850626,-0.13439652,-0.14168593,-0.11673834,-0.08853196,-0.1351397,-0.08223166,-0.052093484,0.005891022,0.03642734,0.06724583,0.1698209,0.16485591,0.21898644,0.22296767,0.28688267,0.35457748,0.37165615,0.39437428,0.39833224,0.44096825,0.34400794,0.29836515,0.28948626,0.26892287,0.2264284,0.22242689,0.2212525,0.19571641,0.13385957,0.1568461,0.061498106,0.00918363,0.08242061,-0.00505172,0.03289048,0.08192089,0.07825322,0.09348488,0.083053194,0.13721131,0.18493626,0.16949165,0.15355732,0.14510334,0.15610525,0.18348414,0.1668348,0.11122408,0.042290743,0.09032483,0.016972229,0.029339623,-0.049043514,-0.08917595,-0.08469979,-0.043475643,-0.11060892,-0.14092524,-0.13867454,-0.19870684,-0.16907367,-0.19302526,-0.04207372,-0.019616744,-0.021776695,0.004088008
ECG_0072,0,normal,-0.04654741,0.027035931,0.119292185,0.098037265,0.10094707,0.08294707,0.18801428,0.1479911,0.09330181,0.106862165,0.07818441,0.08885609,0.07109814,0.01931773,0.026657118,-0.023887072,-0.02038893,-0.083360106,0.0057478715,-0.10669245,-0.1113286,-0.09964145,-0.05054556,-0.06326201,0.035579793,0.011353639,0.115710266,0.11051178,0.17521513,0.23390505,0.30625024,0.217784,0.2502089,0.22960079,0.21449172,0.2019076,0.22520018,0.15816984,0.20870455,0.11911146,0.039731722,0.021539012,-0.028666051,-0.016095858,-0.12172845,-0.14092422,-0.14104266,-0.11888839,-0.11122649,-0.107999474,-0.1269754,-0.13114868,-0.0828425,-0.11009597,-0.0874796,0.04562721,0.10215995,0.2829136,0.5067886,0.79006577,1.1173326,1.3854969,1.5309913,1.5203903,1.3867091,1.1022823,0.8086163,0.6095639,0.31232834,0.16282222,0.025369886,0.01158098,-0.039077014,-0.067841895,-0.103533894,-0.089454785,-0.08427957,-0.10716167,-0.10359937,-0.049456105,-0.071890146,-0.02818656,0.03508928,0.031381626,0.1571918,0.15214622,0.21360458,0.2643142,0.30947006,0.3287856,0.36001697,0.37459993,0.36839184,0.355141,0.39888793,0.28381568,0.31483138,0.27596545,0.26822194,0.17598829,0.16867928,0.14645585,0.15083252,0.102573484,0.03668465,0.0435349,0.07740681,0.014082866,0.053181242,0.06604391,0.069751166,0.18008602,0.10609495,0.15102834,0.13183734,0.18472505,0.20458771,0.16489057,0.17875203,0.14485574,0.12219462,0.16634315,0.091993496,0.005316072,0.096864134,-0.015395111,-0.033751413,-0.010311735,-0.09354721,-0.11910672,-0.169925,-0.19405684,-0.15443169,-0.13528906,-0.12623769,-0.13213523,-0.093362205,-0.120554626,-0.019756239,0.00487673
ECG_0073,0,normal,0.059210118,0.03383932,0.037240345,0.09257309,0.10805247,0.14873043,0.14741188,0.11229522,0.09693153,0.14247738,0.15800399,0.095188834,0.089276895,0.06479852,0.011349475,-0.050685883,-0.046399057,-0.036432095,-0.06971518,-0.06731042,-0.09810509,-0.074923046,-0.047779158,-0.013216063,0.06178166,-0.0019024602,0.111776285,0.14866444,0.1455089,0.23592186,0.21539412,0.23941304,0.3101819,0.28161275,0.25782242,0.2347801,0.19553778,0.23279282,0.16529019,0.08414559,0.028028974,0.049545307,-0.006286715,-0.08296606,-0.05970747,-0.10876648,-0.10737634,-0.12612459,-0.16646622,-0.1304304,-0.1578066,-0.14164846,-0.12264942,-0.041831717,-0.040557053,0.07370138,0.18583484,0.26271123,0.41556993,0.8139575,1.0789397,1.3345491,1.5074798,1.5212064,1.422392,1.124966,0.8530171,0.54584527,0.29758573,0.13760415,0.063382566,0.0055915467,-0.031981405,-0.09870863,-0.10472446,-0.102959275,-0.13394907,-0.14970283,-0.124349125,-0.0835243,-0.024900168,0.031121574,-0.003993125,0.06570199,0.12162806,0.20487516,0.211906,0.25782064,0.26593167,0.3535974,0.35719612,0.35676742,0.37401736,0.4121467,0.3362971,0.32169807,0.35857043,0.29230568,0.27575085,0.23166962,0.1826128,0.13907766,0.14367706,0.12747803,0.104714945,0.022595052,0.0899726,0.039368056,0.032889683,0.061237697,0.10625851,0.11542739,0.1108153,0.16266535,0.1590222,0.15170346,0.15722303,0.19483654,0.17791755,0.13044898,0.18194158,0.12083104,0.15637712,0.03563474,0.038482193,-0.012331583,-0.055622898,-0.07414265,-0.03617792,-0.10990552,-0.15683106,-0.19987068,-0.20108096,-0.16226725,-0.15441409,-0.12441891,-0.16213545,-0.06818877,-0.0027293568,0.048719794
ECG_0074,0,normal,-0.056833092,0.009573148,0.03989341,0.098466426,0.08129329,0.18615709,0.14791079,0.14639923,0.19378524,0.1341087,0.12851965,0.07028445,0.023762913,0.016103392,0.068955,-0.007260511,-0.044022255,-0.10193548,-0.058274373,-0.13048859,-0.1312404,-0.08561905,0.014417389,0.045260902,0.013205801,0.04828678,0.061649278,0.15339026,0.19151431,0.23945554,0.26445034,0.24420136,0.27139926,0.23029438,0.25669912,0.20813984,0.21426193,0.18416655,0.14328927,0.13046828,0.02292007,0.00059268076,-0.012712431,-0.08339582,-0.08477099,-0.11193458,-0.08400577,-0.13510078,-0.11733541,-0.1403655,-0.15893947,-0.12465049,-0.084798485,-0.039958913,-0.036109183,-0.016897237,0.080796234,0.2750804,0.43306276,0.8364753,1.1071069,1.3414646,1.4918519,1.5644944,1.350067,1.0896218,0.7915307,0.5344413,0.32548657,0.18509504,0.077883445,-0.01899801,-0.031269528,-0.11099246,-0.16460662,-0.14061442,-0.14661793,-0.13461424,-0.12894224,-0.09012652,-0.026165867,0.044809964,-0.015072104,0.0449903,0.10862055,0.2040059,0.2216009,0.24898931,0.32979345,0.3677869,0.3614753,0.3519022,0.38991114,0.37133878,0.35921332,0.33157587,0.34875235,0.29752883,0.28672925,0.25970685,0.19744226,0.13433233,0.1499401,0.10657787,0.15029033,0.06746229,0.07175591,0.05881883,0.052567612,0.058553778,0.09015197,0.11484873,0.15310854,0.14680089,0.1409397,0.15908699,0.13877597,0.2323659,0.16415788,0.20073734,0.16482326,0.14435124,0.10509009,0.054090474,0.0148473885,0.06052171,-0.02294139,-0.025780898,-0.04774774,-0.12653203,-0.12037464,-0.1436615,-0.1841565,-0.15173775,-0.11777826,-0.13266827,-0.10371523,-0.07063933,0.02978463,-0.054986913
ECG_0075,0,normal,0.015049591,0.026014758,0.04630078,0.085758515,0.13790776,0.1574249,0.15218563,0.18287586,0.18406881,0.15908141,0.10012478,0.107641645,0.079854,0.009945299,-0.04373745,-0.08693441,-0.050162636,-0.06370309,-0.12106534,-0.058376815,-0.07966215,-0.028368855,-0.03310126,-0.04366593,0.040491346,0.08861607,0.09443143,0.10778654,0.18966281,0.1857435,0.27075577,0.23790872,0.30645645,0.18758878,0.2446317,0.26623857,0.17376904,0.16803548,0.12913409,0.08611906,0.077370726,-0.0063224807,-0.007939705,-0.024618091,-0.07901787,-0.1307018,-0.09239072,-0.11746909,-0.17945391,-0.18823896,-0.17142719,-0.11230381,-0.098414086,-0.05205847,-0.04192439,0.0047860555,0.15989569,0.26826933,0.5087962,0.73612446,1.0721046,1.3908166,1.5036532,1.5580859,1.3135456,1.1033869,0.8093685,0.58329487,0.27179074,0.16944467,0.07824226,-0.040665913,-0.0730909,-0.08661361,-0.15442519,-0.13413358,-0.08414677,-0.09997499,-0.10486353,-0.07290106,-0.027339222,0.016524553,0.019995866,0.12966397,0.17185438,0.20135137,0.20246053,0.24010588,0.29849333,0.34091815,0.30898333,0.39122954,0.42042664,0.39563105,0.34616214,0.32311577,0.3299984,0.28543332,0.26894945,0.23766871,0.21642956,0.11556294,0.12537889,0.081703685,0.06923024,0.08409147,0.08001904,0.09205942,0.06830828,0.063017026,0.07373831,0.04717081,0.15866895,0.12787843,0.1700033,0.18926251,0.14110462,0.1548291,0.22680369,0.1804272,0.13910916,0.13144888,0.14120063,0.105753876,-7.9002646e-05,0.057696264,0.002624218,-0.064113185,-0.12504663,-0.08258636,-0.11878699,-0.18874577,-0.15640244,-0.052388165,-0.13490841,-0.1399565,-0.124224834,-0.012275354,-0.008128465,0.04225773
ECG_0076,0,normal,0.00744585,0.07123551,0.040070817,0.098972514,0.12649807,0.1771626,0.15617041,0.13132827,0.14792605,0.08429774,0.04688149,0.11774864,0.05363566,0.026571723,0.028274119,0.015659172,-0.03622366,-0.014802097,-0.07053122,-0.08069138,-0.07701703,-0.1074173,-0.015537379,-0.085039906,0.009155323,0.069200665,0.08716727,0.13749665,0.2418352,0.24888955,0.2165543,0.23603703,0.21640831,0.27246335,0.23309556,0.1643628,0.20350169,0.18598089,0.17011939,0.10443144,0.05885191,0.092128105,-0.0044130567,-0.018511062,-0.08875125,-0.07999838,-0.16696516,-0.15323882,-0.18446653,-0.16756494,-0.10535535,-0.14703178,-0.08513359,-0.030242996,-0.032967202,0.062341098,0.14826287,0.2883659,0.5257093,0.83782035,1.0700808,1.3317586,1.494604,1.5634836,1.4173572,1.1040576,0.75042874,0.510776,0.32329825,0.14731318,0.051944736,-0.034721553,-0.031462513,-0.08056672,-0.09238673,-0.115708515,-0.10669908,-0.101897486,-0.12800324,-0.06510134,-0.021021139,0.028006492,0.049171504,0.054664824,0.10802441,0.1679792,0.23343323,0.2670455,0.2745795,0.3052036,0.29908243,0.28280452,0.3778493,0.44794375,0.4203471,0.3176009,0.32549995,0.24609505,0.21629493,0.18369289,0.17690788,0.14405285,0.12631138,0.11250442,0.062082868,0.059245262,0.018010894,0.009771201,0.0105714,0.08579496,0.07118742,0.043079853,0.11658423,0.10007074,0.20463774,0.15152796,0.19890927,0.21519838,0.15174524,0.17399554,0.17313077,0.13870569,0.11944655,0.03783556,0.06052454,-0.0059171775,-0.015876686,-0.031939264,-0.06923069,-0.10374503,-0.11381597,-0.12435949,-0.10457506,-0.14719488,-0.13048474,-0.08973539,-0.10868157,-0.10549635,-0.018764345,-0.0061461558
ECG_0077,0,normal,-0.03622553,0.048631188,0.10845442,0.045202512,0.14855622,0.059577163,0.13459653,0.2053091,0.1361541,0.13728829,0.13939653,0.041314192,0.067040816,0.036340635,0.05921535,-0.06332336,-0.06370448,-0.10049496,-0.11664425,-0.055935703,-0.08342916,-0.08551945,-0.059752714,-0.028572734,0.012528813,0.030579392,0.10309825,0.14027314,0.16392003,0.22042023,0.2443258,0.2334246,0.2503944,0.31607226,0.30420083,0.19173409,0.17304476,0.14102942,0.17293678,0.09467621,0.07722227,0.09244919,-0.004924585,-0.018910456,-0.056952436,-0.11834219,-0.091521434,-0.16486782,-0.1080219,-0.16703928,-0.15720849,-0.16131663,-0.13440906,-0.08856388,-0.10508034,0.025528112,0.117091075,0.30857313,0.5158892,0.7613931,1.0754423,1.3534961,1.56972,1.5089816,1.3618834,1.0863111,0.77004796,0.5402288,0.31294975,0.18779773,0.07777657,0.05289228,-0.06410137,-0.09867836,-0.14898743,-0.09958314,-0.118874095,-0.09611665,-0.13433473,-0.06574511,-0.038610395,-0.0024767,0.016190313,0.11930208,0.19387317,0.14772332,0.24936265,0.18437709,0.32834974,0.28299055,0.34628907,0.33699802,0.3753344,0.40350065,0.31072432,0.33616346,0.30560178,0.3374639,0.26861104,0.18430056,0.16953401,0.19620977,0.14016128,0.06506093,0.06417718,0.051105928,0.034685813,-0.0012002529,0.035211917,0.107993506,0.06989033,0.09611585,0.12269266,0.20407961,0.15509261,0.20171097,0.16051868,0.17474751,0.18076967,0.14849015,0.1504152,0.16188082,0.08460259,0.07772711,0.06516546,-0.016066233,0.0065021906,-0.057352424,-0.09424862,-0.17445105,-0.1442882,-0.13386405,-0.09707974,-0.12913668,-0.10161697,-0.15397052,-0.09777461,-0.02881593,-0.060193256,0.028991234
