frame,grid_row,grid_col,intensity
1,6,22,0.09126093238592148
1,6,23,0.0
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.07691068202257156
1,7,6,0.18839585781097412
1,7,7,0.235946387052536
1,7,8,0.26102086901664734
1,7,9,0.29810070991516113
1,7,10,0.27028319239616394
1,7,11,0.2723764479160309
1,7,12,0.23460179567337036
1,7,13,0.21500246226787567
1,7,14,0.24161043763160706
1,7,15,0.3452278673648834
1,7,16,0.3897835910320282
1,7,17,0.37810948491096497
1,7,18,0.3693036735057831
1,7,19,0.3625437319278717
1,7,20,0.23029905557632446
1,7,21,0.12810438871383667
1,7,22,0.046189360320568085
1,7,23,0.0
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.06319799274206161
1,8,5,0.16068658232688904
1,8,6,0.17128941416740417
1,8,7,0.24561911821365356
1,8,8,0.23674403131008148
1,8,9,0.2213701754808426
1,8,10,0.22252635657787323
1,8,11,0.24535739421844482
1,8,12,0.3079509437084198
1,8,13,0.32388776540756226
1,8,14,0.422446608543396
1,8,15,0.47516360878944397
1,8,16,0.5129386186599731
1,8,17,0.5307322144508362
1,8,18,0.4633709490299225
1,8,19,0.3775387406349182
1,8,20,0.21809373795986176
1,8,21,0.07282760739326477
1,8,22,0.0
1,8,23,0.0
1,9,0,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.05758269131183624
1,9,4,0.18437644839286804
1,9,5,0.22894321382045746
1,9,6,0.2006053775548935
1,9,7,0.2117055505514145
1,9,8,0.17658235132694244
1,9,9,0.19128632545471191
1,9,10,0.23357196152210236
1,9,11,0.3114590644836426
1,9,12,0.36470454931259155
1,9,13,0.4731467068195343
1,9,14,0.5400891304016113
1,9,15,0.640308141708374
1,9,16,0.6270532011985779
1,9,17,0.5794473886489868
1,9,18,0.45844030380249023
1,9,19,0.3241465091705322
1,9,20,0.13273775577545166
1,9,21,0.0010224214056506753
1,9,22,0.0
1,9,23,0.0
1,10,0,0.0
1,10,1,0.0
1,10,2,0.10520506650209427
1,10,3,0.09993653744459152
1,10,4,0.1662207543849945
1,10,5,0.19695183634757996
1,10,6,0.2128303498029709
1,10,7,0.13516005873680115
1,10,8,0.1384018361568451
1,10,9,0.18087033927440643
1,10,10,0.24213068187236786
1,10,11,0.33786165714263916
1,10,12,0.48061102628707886
1,10,13,0.5903439521789551
1,10,14,0.7116787433624268
1,10,15,0.7472921013832092
1,10,16,0.7184206247329712
1,10,17,0.593722939491272
1,10,18,0.45624834299087524
1,10,19,0.2914339005947113
1,10,20,0.11467914283275604
1,10,21,0.002617474878206849
1,10,22,0.0
1,10,23,0.0
1,11,0,0.0
1,11,1,0.04989023506641388
1,11,2,0.11449998617172241
1,11,3,0.2028539925813675
1,11,4,0.20027905702590942
1,11,5,0.1525302231311798
1,11,6,0.09110218286514282
1,11,7,0.05623629689216614
1,11,8,0.1100417822599411
1,11,9,0.15154960751533508
1,11,10,0.2702528238296509
1,11,11,0.3791639804840088
1,11,12,0.5955184698104858
1,11,13,0.7222007513046265
1,11,14,0.7673913836479187
1,11,15,0.77703458070755
1,11,16,0.7077727317810059
1,11,17,0.5566235184669495
1,11,18,0.3716474771499634
1,11,19,0.20305228233337402
1,11,20,0.06564074009656906
1,11,21,0.0
1,11,22,0.00753397960215807
1,11,23,0.0
1,12,0,0.03700149059295654
1,12,1,0.11613854020833969
1,12,2,0.15936464071273804
1,12,3,0.14753547310829163
1,12,4,0.08604215830564499
1,12,5,0.07538365572690964
1,12,6,0.05772402137517929
1,12,7,0.0
1,12,8,0.06910015642642975
1,12,9,0.14585663378238678
1,12,10,0.3009151816368103
1,12,11,0.45375388860702515
1,12,12,0.6280691623687744
1,12,13,0.7721768021583557
1,12,14,0.7947971224784851
1,12,15,0.7717675566673279
1,12,16,0.6430081129074097
1,12,17,0.46685585379600525
1,12,18,0.32423532009124756
1,12,19,0.15675683319568634
1,12,20,0.07431241124868393
1,12,21,0.020290132611989975
1,12,22,0.04552723467350006
1,12,23,0.07605613023042679
1,13,0,0.13056671619415283
1,13,1,0.12599892914295197
1,13,2,0.1629493087530136
1,13,3,0.10320258885622025
1,13,4,0.06787001341581345
1,13,5,0.0
1,13,6,0.0
1,13,7,0.0
1,13,8,0.017903633415699005
1,13,9,0.1794743835926056
1,13,10,0.32089629769325256
1,13,11,0.49773234128952026
1,13,12,0.6678643822669983
1,13,13,0.7177479863166809
1,13,14,0.6824865937232971
1,13,15,0.5962666869163513
1,13,16,0.4872959554195404
1,13,17,0.314506471157074
1,13,18,0.19314450025558472
1,13,19,0.12148626893758774
1,13,20,0.09885399788618088
1,13,21,0.09477755427360535
1,13,22,0.07134754955768585
1,13,23,0.16058951616287231
1,14,0,0.14928101003170013
1,14,1,0.15191522240638733
1,14,2,0.13205882906913757
1,14,3,0.0
1,14,4,0.0
1,14,5,0.0
1,14,6,0.0
1,14,7,0.0
1,14,8,0.08466213196516037
1,14,9,0.23698978126049042
1,14,10,0.35936403274536133
1,14,11,0.5152933597564697
1,14,12,0.6000416278839111
1,14,13,0.5995049476623535
1,14,14,0.5525454878807068
1,14,15,0.45850321650505066
1,14,16,0.3193100392818451
1,14,17,0.22438658773899078
1,14,18,0.14596837759017944
1,14,19,0.12095614522695541
1,14,20,0.1371799260377884
1,14,21,0.12396680563688278
1,14,22,0.17235895991325378
1,14,23,0.2146577537059784
1,15,0,0.12724795937538147
1,15,1,0.08005305379629135
1,15,2,0.02851998619735241
1,15,3,0.0
1,15,4,0.0
1,15,5,0.0
1,15,6,0.0
1,15,7,0.020967332646250725
1,15,8,0.13501466810703278
1,15,9,0.3001774251461029
1,15,10,0.36287710070610046
1,15,11,0.4016501307487488
1,15,12,0.4971467852592468
1,15,13,0.42767566442489624
1,15,14,0.37141260504722595
1,15,15,0.30957087874412537
1,15,16,0.17090287804603577
1,15,17,0.12244284898042679
1,15,18,0.09457056224346161
1,15,19,0.12161432206630707
1,15,20,0.17512691020965576
1,15,21,0.20367246866226196
1,15,22,0.20446845889091492
1,15,23,0.14355425536632538
1,16,0,0.04904614016413689
1,16,1,0.022887226194143295
1,16,2,0.0
1,16,3,0.0
1,16,4,0.0
1,16,5,0.0
1,16,6,0.0
1,16,7,0.06609126180410385
1,16,8,0.18142114579677582
1,16,9,0.25075945258140564
1,16,10,0.3212798833847046
1,16,11,0.34537583589553833
1,16,12,0.33287277817726135
1,16,13,0.25429850816726685
1,16,14,0.20780952274799347
1,16,15,0.13667204976081848
1,16,16,0.10881585627794266
1,16,17,0.12755970656871796
1,16,18,0.09670773148536682
1,16,19,0.14791880548000336
1,16,20,0.17431215941905975
1,16,21,0.16281761229038239
1,16,22,0.16680596768856049
1,16,23,0.13248823583126068
1,17,0,0.015138905495405197
1,17,1,0.0
1,17,2,0.0
1,17,3,0.0
1,17,4,0.0
1,17,5,0.0
1,17,6,0.028742877766489983
1,17,7,0.1044628694653511
1,17,8,0.18664203584194183
1,17,9,0.2126760333776474
1,17,10,0.22806000709533691
1,17,11,0.20660316944122314
1,17,12,0.17624928057193756
1,17,13,0.13857409358024597
1,17,14,0.036488402634859085
1,17,15,0.06032916530966759
1,17,16,0.05110010504722595
1,17,17,0.12422371655702591
1,17,18,0.16240309178829193
1,17,19,0.16684581339359283
1,17,20,0.23179470002651215
1,17,21,0.17330053448677063
1,17,22,0.11144621670246124
1,17,23,0.015096458606421947
1,18,0,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,18,4,0.0
1,18,5,0.03678096458315849
1,18,6,0.08884824812412262
1,18,7,0.13222551345825195
1,18,8,0.2141534686088562
1,18,9,0.1770976185798645
1,18,10,0.16347065567970276
1,18,11,0.08895430713891983
1,18,12,0.021993335336446762
1,18,13,0.0
1,18,14,0.027861423790454865
1,18,15,0.06356550753116608
1,18,16,0.08081411570310593
1,18,17,0.14617496728897095
1,18,18,0.21341295540332794
1,18,19,0.19192521274089813
1,18,20,0.19183218479156494
1,18,21,0.12324637174606323
1,18,22,0.04483984410762787
1,18,23,0.0
1,19,0,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,19,4,0.0
1,19,5,0.12311014533042908
1,19,6,0.16631770133972168
1,19,7,0.14812785387039185
1,19,8,0.15625779330730438
1,19,9,0.08955100923776627
1,19,10,0.024366796016693115
1,19,11,0.0
1,19,12,0.0
1,19,13,0.0
1,19,14,0.0
1,19,15,0.01831473596394062
1,19,16,0.11493110656738281
1,19,17,0.22512927651405334
1,19,18,0.20232662558555603
1,19,19,0.20842806994915009
1,19,20,0.12366894632577896
1,19,21,0.05008263885974884
1,19,22,0.0
1,19,23,0.0
1,20,0,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.01436564140021801
1,20,4,0.10169278085231781
1,20,5,0.14425456523895264
1,20,6,0.15033626556396484
1,20,7,0.141937717795372
1,20,8,0.0691603347659111
1,20,9,0.02036316692829132
1,20,10,0.0
1,20,11,0.0
1,20,12,0.0
1,20,13,0.0
1,20,14,0.03577585145831108
1,20,15,0.10587900876998901
1,20,16,0.13849975168704987
1,20,17,0.15379981696605682
1,20,18,0.11173272132873535
1,20,19,0.10615698248147964
1,20,20,0.08464974910020828
1,20,21,0.0
1,20,22,0.0
1,20,23,0.0
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0022675329819321632
1,21,3,0.07679141312837601
1,21,4,0.1501186490058899
1,21,5,0.158587247133255
1,21,6,0.1394146829843521
1,21,7,0.05162730813026428
1,21,8,0.006040151230990887
1,21,9,0.0
1,21,10,0.0
1,21,11,0.0
1,21,12,0.0
1,21,13,0.0
1,21,14,0.09530025720596313
1,21,15,0.1267300397157669
1,21,16,0.19960130751132965
1,21,17,0.1641772836446762
1,21,18,0.11604606360197067
1,21,19,0.06393803656101227
1,21,20,0.0
1,21,21,0.0
1,21,22,0.0
1,21,23,0.0
1,22,0,0.0
1,22,1,0.012814030982553959
1,22,2,0.06730474531650543
1,22,3,0.15643437206745148
1,22,4,0.10233941674232483
1,22,5,0.10786253213882446
1,22,6,0.027827301993966103
1,22,7,0.0
1,22,8,0.0
1,22,9,0.0
1,22,10,0.0
1,22,11,0.0
1,22,12,0.0
1,22,13,0.033576834946870804
1,22,14,0.13748449087142944
1,22,15,0.1734282523393631
1,22,16,0.1611635535955429
1,22,17,0.116158626973629
1,22,18,0.0346716083586216
1,22,19,0.0
1,22,20,0.0
1,22,21,0.0
1,22,22,0.0
1,22,23,0.0
1,23,0,0.0
1,23,1,0.06019275635480881
1,23,2,0.13183781504631042
1,23,3,0.1564784198999405
1,23,4,0.12384483963251114
1,23,5,0.044954217970371246
1,23,6,0.0
1,23,7,0.0
1,23,8,0.0
1,23,9,0.0
1,23,10,0.0
1,23,11,0.0
1,23,12,0.01731417514383793
1,23,13,0.11465882509946823
1,23,14,0.15871016681194305
1,23,15,0.12975478172302246
1,23,16,0.10429728776216507
1,23,17,0.0
1,23,18,0.0
1,23,19,0.0
1,23,20,0.0
1,23,21,0.0
1,23,22,0.0
1,23,23,0.0
2,0,0,0.1001986563205719
2,0,1,0.12431296706199646
2,0,2,0.1573079526424408
2,0,3,0.13863299787044525
2,0,4,0.002174769528210163
2,0,5,0.0
2,0,6,0.0
2,0,7,0.0
2,0,8,0.0
2,0,9,0.0
2,0,10,0.035905882716178894
2,0,11,0.04660031571984291
2,0,12,0.1127668097615242
2,0,13,0.15039314329624176
2,0,14,0.12486504018306732
2,0,15,0.09084682911634445
2,0,16,0.0
2,0,17,0.0
2,0,18,0.0
2,0,19,0.0
2,0,20,0.0
2,0,21,0.0
2,0,22,0.024953819811344147
2,0,23,0.11824112385511398
2,1,0,0.1610100418329239
2,1,1,0.1519748717546463
2,1,2,0.06496531516313553
2,1,3,0.0364605188369751
2,1,4,0.0
2,1,5,0.0
2,1,6,0.0
2,1,7,0.0
2,1,8,0.0
2,1,9,0.0
2,1,10,0.09700518101453781
2,1,11,0.14783331751823425
2,1,12,0.15292802453041077
2,1,13,0.17237600684165955
2,1,14,0.07533006370067596
2,1,15,0.0056694247759878635
2,1,16,0.0
2,1,17,0.0
2,1,18,0.0
2,1,19,0.0
2,1,20,0.0
2,1,21,0.06932034343481064
2,1,22,0.08960198611021042
2,1,23,0.10018737614154816
2,2,0,0.17522138357162476
2,2,1,0.14964449405670166
2,2,2,0.017562950029969215
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,0.0
2,2,8,0.014568837359547615
2,2,9,0.09622877836227417
2,2,10,0.11817578971385956
2,2,11,0.18692347407341003
2,2,12,0.1952286809682846
2,2,13,0.10155276954174042
2,2,14,0.01497962698340416
2,2,15,0.0
2,2,16,0.0
2,2,17,0.0
2,2,18,0.0
2,2,19,0.0
2,2,20,0.08989718556404114
2,2,21,0.11489890515804291
2,2,22,0.18726450204849243
2,2,23,0.12598654627799988
2,3,0,0.11038029938936234
2,3,1,0.03201109543442726
2,3,2,0.0
2,3,3,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,3,7,0.003416298422962427
2,3,8,0.06975763291120529
2,3,9,0.14546702802181244
2,3,10,0.17883123457431793
2,3,11,0.13194330036640167
2,3,12,0.08283199369907379
2,3,13,0.05374649539589882
2,3,14,0.0
2,3,15,0.0
2,3,16,0.0
2,3,17,0.0
2,3,18,0.0
2,3,19,0.05001567676663399
2,3,20,0.15352879464626312
2,3,21,0.17445313930511475
2,3,22,0.20504195988178253
2,3,23,0.11596454679965973
2,4,0,0.03333099186420441
2,4,1,0.0
2,4,2,0.0
2,4,3,0.0
2,4,4,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.07865708321332932
2,4,8,0.17023326456546783
2,4,9,0.21559832990169525
2,4,10,0.1668519824743271
2,4,11,0.12322194129228592
2,4,12,0.07495512813329697
2,4,13,0.002909222152084112
2,4,14,0.0
2,4,15,0.0
2,4,16,0.0
2,4,17,0.037686821073293686
2,4,18,0.07344403117895126
2,4,19,0.15443363785743713
2,4,20,0.17835836112499237
2,4,21,0.17494332790374756
2,4,22,0.14472109079360962
2,4,23,0.03545951843261719
2,5,0,0.0
2,5,1,0.0
2,5,2,0.0
2,5,3,0.0
2,5,4,0.0
2,5,5,0.013377336785197258
2,5,6,0.08245311677455902
2,5,7,0.16659042239189148
2,5,8,0.1864403784275055
2,5,9,0.194997638463974
2,5,10,0.12239932268857956
2,5,11,0.08905304223299026
2,5,12,0.03577977418899536
2,5,13,0.0
2,5,14,0.0
2,5,15,0.07460411638021469
2,5,16,0.1162458211183548
2,5,17,0.1685532182455063
2,5,18,0.23527413606643677
2,5,19,0.27346697449684143
2,5,20,0.1765405535697937
2,5,21,0.12461306154727936
2,5,22,0.04416085407137871
2,5,23,0.0
2,6,0,0.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.009338818490505219
2,6,5,0.08537738770246506
2,6,6,0.1612349897623062
2,6,7,0.17957215011119843
2,6,8,0.18470516800880432
2,6,9,0.14864766597747803
2,6,10,0.11505591869354248
2,6,11,0.07823067903518677
2,6,12,0.018729010596871376
2,6,13,0.03069075010716915
2,6,14,0.15281565487384796
2,6,15,0.23227179050445557
2,6,16,0.26125481724739075
2,6,17,0.29289722442626953
2,6,18,0.3391176760196686
2,6,19,0.31509852409362793
2,6,20,0.25011008977890015
2,6,21,0.11750032752752304
2,6,22,0.0
2,6,23,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
2,7,3,0.03949684277176857
2,7,4,0.11676110327243805
2,7,5,0.16812488436698914
2,7,6,0.1582297682762146
2,7,7,0.18831034004688263
2,7,8,0.15081548690795898
2,7,9,0.10458377003669739
2,7,10,0.09171227365732193
2,7,11,0.08243130147457123
2,7,12,0.1282355934381485
2,7,13,0.20586004853248596
2,7,14,0.2982863187789917
2,7,15,0.34772953391075134
2,7,16,0.44501760601997375
2,7,17,0.4415750503540039
2,7,18,0.37963443994522095
2,7,19,0.342556893825531
2,7,20,0.21843135356903076
2,7,21,0.08408521115779877
2,7,22,0.0
2,7,23,0.0
2,8,0,0.0
2,8,1,0.0
2,8,2,0.0
2,8,3,0.08614210039377213
2,8,4,0.1416568011045456
2,8,5,0.14270955324172974
2,8,6,0.15879075229167938
2,8,7,0.12171666324138641
2,8,8,0.11528149247169495
2,8,9,0.07011778652667999
2,8,10,0.06308712065219879
2,8,11,0.12632854282855988
2,8,12,0.22387029230594635
2,8,13,0.34439265727996826
2,8,14,0.44714251160621643
2,8,15,0.5505210161209106
2,8,16,0.5646445155143738
2,8,17,0.5128031373023987
2,8,18,0.4461410641670227
2,8,19,0.3038654923439026
2,8,20,0.11293741315603256
2,8,21,0.02199615351855755
2,8,22,0.0
2,8,23,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.059181343764066696
2,9,3,0.1147330105304718
2,9,4,0.16851715743541718
2,9,5,0.15577386319637299
2,9,6,0.13169102370738983
2,9,7,0.07776661962270737
2,9,8,0.021031443029642105
2,9,9,0.008084758184850216
2,9,10,0.09019173681735992
2,9,11,0.21630564332008362
2,9,12,0.35634446144104004
2,9,13,0.49949416518211365
2,9,14,0.6342938542366028
2,9,15,0.6759718060493469
2,9,16,0.6542507410049438
2,9,17,0.5815660953521729
2,9,18,0.42477139830589294
2,9,19,0.2765405476093292
2,9,20,0.13190549612045288
2,9,21,0.0018386621959507465
2,9,22,0.0
2,9,23,0.018326396122574806
2,10,0,0.0
2,10,1,0.032421477138996124
2,10,2,0.09642042964696884
2,10,3,0.1569080352783203
2,10,4,0.13932187855243683
2,10,5,0.08787000179290771
2,10,6,0.05600954219698906
2,10,7,0.0
2,10,8,0.0
2,10,9,0.07895193994045258
2,10,10,0.1414085030555725
2,10,11,0.315436989068985
2,10,12,0.48039260506629944
2,10,13,0.6272042989730835
2,10,14,0.7322271466255188
2,10,15,0.7839735150337219
2,10,16,0.7291052341461182
2,10,17,0.5591748356819153
2,10,18,0.4447786509990692
2,10,19,0.2514924705028534
2,10,20,0.16466020047664642
2,10,21,0.05972270667552948
2,10,22,0.051092661917209625
2,10,23,0.08361795544624329
2,11,0,0.13762004673480988
2,11,1,0.14909213781356812
2,11,2,0.13886186480522156
2,11,3,0.15163147449493408
2,11,4,0.07131271809339523
2,11,5,0.002318106358870864
2,11,6,0.0
2,11,7,0.0
2,11,8,0.0
2,11,9,0.0952935516834259
2,11,10,0.25612473487854004
2,11,11,0.43602892756462097
2,11,12,0.5567312836647034
2,11,13,0.7326278686523438
2,11,14,0.7543441653251648
2,11,15,0.7214274406433105
2,11,16,0.6561395525932312
2,11,17,0.5216832756996155
2,11,18,0.35789692401885986
2,11,19,0.26143455505371094
2,11,20,0.13435840606689453
2,11,21,0.11926852911710739
2,11,22,0.12229730933904648
2,11,23,0.1592317521572113
2,12,0,0.1368522047996521
2,12,1,0.1310705840587616
2,12,2,0.1430041342973709
2,12,3,0.07249917834997177
2,12,4,0.0
2,12,5,0.0
2,12,6,0.0
2,12,7,0.0
2,12,8,0.022596340626478195
2,12,9,0.16190283000469208
2,12,10,0.33446866273880005
2,12,11,0.5165984630584717
2,12,12,0.6123738884925842
2,12,13,0.6924564838409424
2,12,14,0.707025945186615
2,12,15,0.6822338104248047
2,12,16,0.6009901762008667
2,12,17,0.4462454617023468
2,12,18,0.2914944589138031
2,12,19,0.22404873371124268
2,12,20,0.19740505516529083
2,12,21,0.19316652417182922
2,12,22,0.20431017875671387
2,12,23,0.21807140111923218
2,13,0,0.14417071640491486
2,13,1,0.14764802157878876
2,13,2,0.05380075052380562
2,13,3,0.0
2,13,4,0.0
2,13,5,0.0
2,13,6,0.0
2,13,7,0.0
2,13,8,0.08081555366516113
2,13,9,0.26217135787010193
2,13,10,0.36972078680992126
2,13,11,0.5541249513626099
2,13,12,0.5968677997589111
2,13,13,0.6102710366249084
2,13,14,0.6179282069206238
2,13,15,0.5338603258132935
2,13,16,0.45724448561668396
2,13,17,0.3973352015018463
2,13,18,0.3358190655708313
2,13,19,0.2743578851222992
2,13,20,0.2924988269805908
2,13,21,0.29306063055992126
2,13,22,0.2897791862487793
2,13,23,0.24165938794612885
2,14,0,0.1531299501657486
2,14,1,0.027892708778381348
2,14,2,0.0
2,14,3,0.0
2,14,4,0.0
2,14,5,0.0
2,14,6,0.0
2,14,7,0.06297889351844788
2,14,8,0.1457982361316681
2,14,9,0.2858964502811432
2,14,10,0.38412806391716003
2,14,11,0.467702716588974
2,14,12,0.5022155046463013
2,14,13,0.5073550343513489
2,14,14,0.48854881525039673
2,14,15,0.45074862241744995
2,14,16,0.3779160678386688
2,14,17,0.35044407844543457
2,14,18,0.29978224635124207
2,14,19,0.31799742579460144
2,14,20,0.3369213938713074
2,14,21,0.3209458589553833
2,14,22,0.2688460052013397
2,14,23,0.2145957052707672
2,15,0,0.07459652423858643
2,15,1,0.009564037434756756
2,15,2,0.0
2,15,3,0.0
2,15,4,0.0
2,15,5,0.0
2,15,6,0.0
2,15,7,0.02097875438630581
2,15,8,0.1655329465866089
2,15,9,0.29653218388557434
2,15,10,0.3533536493778229
2,15,11,0.3424175977706909
2,15,12,0.34468314051628113
2,15,13,0.36315858364105225
2,15,14,0.3007170855998993
2,15,15,0.3396528959274292
2,15,16,0.2949695885181427
2,15,17,0.31767067313194275
2,15,18,0.3619380295276642
2,15,19,0.34459388256073
2,15,20,0.31282320618629456
2,15,21,0.2905728220939636
2,15,22,0.21949687600135803
2,15,23,0.09616154432296753
2,16,0,0.0
2,16,1,0.0
2,16,2,0.0
2,16,3,0.0
2,16,4,0.0
2,16,5,0.0
2,16,6,0.0664452314376831
2,16,7,0.1637292504310608
2,16,8,0.19860868155956268
2,16,9,0.23210689425468445
2,16,10,0.2764623463153839
2,16,11,0.22442257404327393
2,16,12,0.17528891563415527
2,16,13,0.19248685240745544
2,16,14,0.19354869425296783
2,16,15,0.17834892868995667
2,16,16,0.2562439739704132
2,16,17,0.31349900364875793
2,16,18,0.3406534492969513
2,16,19,0.3516350984573364
2,16,20,0.278615802526474
2,16,21,0.2428629845380783
2,16,22,0.13189391791820526
2,16,23,0.020798124372959137
2,17,0,0.0
2,17,1,0.0
2,17,2,0.0
2,17,3,0.0
2,17,4,0.0
2,17,5,0.05313447117805481
2,17,6,0.14067651331424713
2,17,7,0.18116562068462372
2,17,8,0.19864924252033234
2,17,9,0.19513332843780518
2,17,10,0.13774558901786804
2,17,11,0.08125621825456619
2,17,12,0.06054104492068291
2,17,13,0.08420430123806
2,17,14,0.107449010014534
2,17,15,0.17534564435482025
2,17,16,0.2514418661594391
2,17,17,0.28732529282569885
2,17,18,0.3349500894546509
2,17,19,0.30913403630256653
2,17,20,0.21490423381328583
2,17,21,0.1739637851715088
2,17,22,0.028185373172163963
2,17,23,0.0
2,18,0,0.0
2,18,1,0.0
2,18,2,0.0
2,18,3,0.0
2,18,4,0.03249458968639374
2,18,5,0.12568247318267822
2,18,6,0.16570812463760376
2,18,7,0.17185594141483307
2,18,8,0.14304997026920319
2,18,9,0.09254961460828781
2,18,10,0.0
2,18,11,0.0
2,18,12,0.0
2,18,13,0.016155533492565155
2,18,14,0.08364974707365036
2,18,15,0.18724027276039124
2,18,16,0.26349207758903503
2,18,17,0.2860869765281677
2,18,18,0.26915591955184937
2,18,19,0.23879337310791016
2,18,20,0.13191185891628265
2,18,21,0.03979497775435448
